App,Rating,Reviews,Price
Strawberry Shortcake BerryRush,4.3,525517,0
Power Rangers Dino Charge,4.3,194969,0
Zombie Hunter: Post Apocalypse Survival Games,4.4,327599,0
Agar.io,4.2,3816799,0
Zombie Hunter King,4.3,10538,0
Garena Free Fire,4.5,5476569,0
Battlelands Royale,4.4,105620,0
Once Upon a Tower,4.7,37139,0
TEKKEN™,4.2,147791,0
diep.io,4.1,347883,0
Dragon Hills,4.5,354373,0
Bus Rush: Subway Edition,4.1,753043,0
DC Super Hero Girls™,4.3,43055,0
Runner 3d like,4.5,559,0
War Robots,4.6,3073251,0
Dinosaur Simulator: Dino World,4,26649,0
GUNSHIP BATTLE: Helicopter 3D,4.3,2151039,0
Quiz: Logo game,4.5,306764,0
Candy Crush Saga,4.4,22430188,0
Plants vs. Zombies FREE,4.4,4067651,0
Block Puzzle,4.6,59907,0
Helix Jump,4.2,1500622,0
8 Ball Pool,4.5,14201604,0
Jewels Legend - Match 3 Puzzle,4.6,280098,0
Bubble Shooter,4.5,148990,0
Solitaire,4.7,154264,0
Bubble Shooter Genies,4.5,26985,0
Blossom Blast Saga,4.5,1125438,0
Traffic Racer,4.5,5387781,0
Hill Climb Racing,4.4,8923847,0
Earn to Die 2,4.6,1327269,0
Candy Bomb,4.4,42145,0
Flow Free,4.3,1295625,0
Zombie Catchers,4.7,990796,0
Gems or jewels ?,4.7,171448,0
Angry Birds Rio,4.4,2610680,0
Candy Crush Jelly Saga,4.3,1300619,0
Cut the Rope FULL FREE,4.4,2123793,0
Jewels Star: OZ adventure,4.5,21892,0
Hungry Shark Evolution,4.5,6074627,0
Angry Birds Classic,4.4,5566908,0
Jewels classic Prince,4.4,47644,0
Fruit Block - Puzzle Legend,4.6,125647,0
Swamp Attack,4.4,2119235,0
1LINE – One Line with One Touch,4.6,214878,0
Stick War: Legacy,4.6,811040,0
Block Puzzle Classic Legend !,4.2,17044,0
Pixel Art: Color by Number Game,4.7,1125566,0
Score! Hero,4.6,5419676,0
Super Jabber Jump 3,4.3,34494,0
Rush,4.6,260651,0
Jetpack Joyride,4.4,4638163,0
Farm Heroes Saga,4.4,7614407,0
Racing in Car 2,4.3,234110,0
Dog Run - Pet Dog Simulator,4.7,48615,0
Candy Bomb,4.4,42145,0
ROBLOX,4.5,4449910,0
Jewels Crush- Match 3 Puzzle,4.4,14774,0
Coloring & Learn,4.4,12753,0
Mahjong,4.5,33983,0
Super ABC! Learning games for kids! Preschool apps,4.6,20267,0
Toy Pop Cubes,4.5,5761,0
Educational Games 4 Kids,4.3,11618,0
Candy Pop Story,4.7,12948,0
Solitaire,4.4,685,0
Princess Coloring Book,4.5,9779,0
Hello Kitty Nail Salon,4.2,369378,0
Candy Smash,4.5,11436,0
Happy Fruits Bomb - Cube Blast,4.5,2150,0
Dog Run - Pet Dog Simulator,4.7,48615,0
Princess Adventures Puzzles,4.4,382,0
Kids Educational Game 3 Free,4.3,24936,0
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,4.6,1109,0
Coloring book moana,3.9,974,0
Baby Panda Care,4.2,108795,0
Kids Educational :All in One,4.5,1455,0
Toca Kitchen 2,4.5,1014822,0
PJ Masks: Moonlight Heroes,4.4,86961,0
Learn To Draw Glow Flower,4.4,7320,0
"No. Color - Color by Number, Number Coloring",4.8,269194,0
Bubble Shooter,4.4,59843,0
Draw.ly - Color by Number Pixel Art Coloring,4.4,18616,0
Baby puzzles,4.3,11950,0
Garden Fruit Legend,4.6,4289,0
Barbie™ Fashion Closet,4.1,68286,0
Candy Day,4.5,11716,0
Learn To Draw Glow Princess,4.5,3323,0
Barbie Magical Fashion,4,328619,0
Piano Kids - Music & Songs,4.6,46741,0
Farming Simulator 14,4.5,530854,0
Educational Games for Kids,4.5,7050,0
No.Draw - Colors by Number 2018,4.5,235906,0
Fruit Boom,4.4,17753,0
Baby Tiger Care - My Cute Virtual Pet Friend,4.5,432,0
Strawberry Shortcake Ice Cream Island,4.2,32029,0
Rhythm Patrol,4.3,4207,0
Kiddopia - Preschool Learning Games,4.5,64,0
Toca Mystery House,4.2,96,$3.99
Papumba Academy - Fun Learning For Kids,4.4,496,0
Super ABC! Learning games for kids! Preschool apps,4.6,20267,0
Drawing for Kids Learning Games for Toddlers age 3,4.6,29436,0
Baby Panda’s Juice Shop,4.5,19230,0
Dr. Panda Restaurant 3,4.2,11126,0
LEGO® Friends: Heartlake Rush,4.5,23671,0
Baby ABC in box! Kids alphabet games for toddlers!,4.6,9652,0
Henry Danger Crime Warp,4.6,9626,0
Thomas & Friends: Race On!,4.1,29319,0
Super School: Educational Kids Games & Rhymes,4.5,1791,0
Fruit Cube Blast,4.6,9199,0
Toddler Kids Puzzles PUZZINGO,4.6,14014,0
Intellijoy Early Learning Academy,4.3,160,0
Dr. Panda Town: Vacation,3.8,10366,0
Leo and Tig,4.5,47644,0
Fuzzy Seasons: Animal Forest,4.8,12137,0
Montessori Preschool,3.9,237,0
Kids Corner: Interactive Tales and Games for kids,4.5,6404,0
Cutie Cubies,4.4,6356,0
My Little Princess : Stores,4.3,169,$2.99
Sago Mini Big City,4.2,8,$3.99
Pinkalicious Party,3,2,$2.99
ROBLOX,4.5,4450855,0
PJ Masks: Moonlight Heroes,4.4,86961,0
Dog Run - Pet Dog Simulator,4.7,48701,0
Moana Island Life,4.1,15246,0
Farming Simulator 14,4.5,530904,0
My Oasis - Calming and Relaxing Idle Clicker Game,4.6,106750,0
My Little Pony Rainbow Runners,4.3,33785,0
Extreme Racing 2 - Real driving RC cars game!,4.3,4207,0
Cars: Lightning League,4.5,58795,0
Little Panda Run,4.2,3235,0
Snoopy's Town Tale - City Building Simulator,4.2,47031,0
Car Racing game for Kids - Beepzz Dogs 🐕,4.4,131,0
Pony Friends 🦄 - Beepzz racing game for kids,4.5,114,0
LEGO® Juniors Create & Cruise,4.1,673203,0
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,4.2,2178,0
Thomas & Friends: Go Go Thomas,4.1,175625,0
Ninja Dash - Ronin Jump RPG,4.7,8508,0
Paw Patrol by ShuffleCards,4.3,3484,0
Plants vs. Zombies™ Heroes,4.4,379415,0
Transformers Rescue Bots: Disaster Dash,4.4,19245,0
PAC-MAN Pop,4.3,24877,0
Monster Truck Driver & Racing,4.4,765,0
Strawberry Shortcake BerryRush,4.3,525552,0
Little Fire Station,4.2,3762,0
Ice Cream Jump,4.2,141363,0
Disney Magic Kingdoms: Build Your Own Magical Park,4.3,472584,0
Turbo FAST,4.3,1329192,0
My Little Pony: Harmony Quest,4.1,148295,0
Transformers Rescue Bots: Hero Adventures,4.2,41273,0
Equestria Girls,4.3,392596,0
DC Super Hero Girls™,4.3,43060,0
Disney Crossy Road,4.5,514088,0
Touch Racing 2 - Mini RC Race,4.1,41867,0
Toca Kitchen 2,4.5,1014846,0
Doctor Pets,4.2,23060,0
Supermarket – Game for Kids,4.4,112080,0
Supermarket Manager: Cashier Simulator Kids Games,4,15489,0
Kids Animals Jigsaw Puzzles 😄,4.1,51895,0
DC Super Hero Girls™,4.3,43060,0
Strawberry Shortcake BerryRush,4.3,525552,0
Inside Out Thought Bubbles,4.4,623398,0
Disney Magic Kingdoms: Build Your Own Magical Park,4.3,472584,0
Monster High™,4.1,66661,0
Cute Pet Puppies,4,10447,0
Frozen Free Fall,4.3,1574197,0
Monster High™ Minis Mania,4.6,19170,0
Shopkins World!,4.3,169609,0
Monica Toy TV,4.7,6188,0
Toy Guitar with songs for kids,4.3,1369,0
Endless Numbers,4.4,2952,0
Sworkit Kids - Fitness Meets Fun,4.7,9856,0
Earth to Luna! Watch and Play,3.9,10753,0
Nancy Drew Codes and Clues,4.1,154,0
Masha and the Bear Child Games,4.1,288523,0
codeSpark Academy & The Foos,4.1,4522,0
Toca Life: City,4.7,31100,$3.99
LEGO® Friends,4.4,854,$4.99
My Little Work – Garage,4.3,560,$3.99
"Alizay, pirate girl",4.5,197,$2.99
Word Search Games in english,4.3,63186,0
Chess Free,4.3,23772,0
Tic Tac Toe,4.1,6007,0
Dominos Game ✔️,4.1,2903,0
Checkers ✔️,4.1,3617,0
Crazy Colors: Bubbles Matching,4.6,3063,0
Chess for Kids - Play & Learn,4.1,3234,0
Block Puzzle : Night in Egypt,4.4,276,0
Mosaic puzzles,4.4,1595,0
RISK: Global Domination,4,68559,0
Pino chess,4.8,61,0
Chess PRO Free,3.8,1123,0
All-in-One Mahjong 3 FREE,4.5,566,0
Hactar Go,4.8,97,$2.99
All-in-One Mahjong 3,4.4,38,$0.99
World Racers family board game,4.8,4,$0.99
SweetLand — Family Board Game,4.2,38,$0.99
Steam: Rails to Riches,4.2,214,$4.99
Whoowasit? - Best kids game!,4,248,$2.99
Lanterns: The Harvest Festival,4.7,185,$4.99
Tsuro - The Game of the Path,4.7,2195,$2.99
THE aMAZEing Labyrinth,3.9,1615,$4.99
Chess and Mate,4.5,359,$4.99
Kids Balloon Pop Game Free 🎈,4.1,38021,0
Sounds for Toddlers FREE,4.4,6190,0
Elmo Calls by Sesame Street,3.9,6903,0
Sago Mini Friends,4.4,13155,0
Papumba Academy - Fun Learning For Kids,4.4,496,0
Tee and Mo Bath Time Free,3.6,418,0
Bita and the Animals - Pelos Ares,4.4,1160,0
TO-FU Oh!SUSHI,4.1,59917,0
DreamWorks Friends,3.6,1042,0
Avokiddo Emotions,4.6,73,$2.99
Nighty Night Circus,4.3,382,$2.99
Sago Mini Babies,4.5,253,$3.99
Dr. Panda & Toto's Treehouse,4.4,3396,$3.99
Kids Balloon Pop Game Free 🎈,4.1,38021,0
Sounds for Toddlers FREE,4.4,6190,0
Elmo Calls by Sesame Street,3.9,6903,0
Sago Mini Friends,4.4,13155,0
Papumba Academy - Fun Learning For Kids,4.4,496,0
Tee and Mo Bath Time Free,3.6,418,0
Bita and the Animals - Pelos Ares,4.4,1160,0
TO-FU Oh!SUSHI,4.1,59917,0
DreamWorks Friends,3.6,1042,0
Avokiddo Emotions,4.6,73,$2.99
Nighty Night Circus,4.3,382,$2.99
Sago Mini Babies,4.5,253,$3.99
Dr. Panda & Toto's Treehouse,4.4,3396,$3.99
ROBLOX,4.5,4450890,0
Barbie Life™,3.9,133117,0
Baby Panda Care,4.2,108795,0
Palace Pets in Whisker Haven,4.1,47213,0
Sweet Baby Girl - Dream House and Play Time,3.9,95537,0
Monster High™,4.1,66660,0
Hello Kitty Lunchbox,4.2,51838,0
Sweet Baby Girl Newborn Baby,3.8,36028,0
COOKING MAMA Let's Cook!,4.3,528745,0
Shopkins World!,4.3,169609,0
Ever After High™ Charmed Style,3.9,44062,0
Equestria Girls,4.3,392596,0
Frozen Free Fall,4.3,1574204,0
Nick,4.2,123322,0
Thomas & Friends: Race On!,4.1,29319,0
Mad Libs,4,8126,0
Inside Out Thought Bubbles,4.4,623398,0
ABCmouse.com,4.3,50887,0
My Little Pony Celebration,4.3,63160,0
Sago Mini Friends,4.4,13155,0
Thomas & Friends: Delivery,4.2,28737,0
Nasty Goats,4.3,45579,0
Starfall Free & Member,4.2,19720,0
Animal Jam - Play Wild!,4.6,361970,0
Video Editor,4.1,159619,0
Real Racing 3,4.5,354384,0
Card Wars - Adventure Time,4.3,129603,$2.99
Monash Uni Low FODMAP Diet,4.2,1135,$9.00
iBP Blood Pressure,4.4,578,$0.99
Pedi STAT,4.6,129,$5.49
ASCCP Mobile,4.5,63,$9.99
Paramedic Protocol Provider,4.5,171,$10.00
MommyMeds,3.2,45,$3.99
Medical ID - In Case of Emergency (ICE),4.6,717,$5.99
Human Anatomy Atlas 2018: Complete 3D Human Body,4.5,2921,$24.99
Essential Anatomy 3,4.1,1533,$11.99
Vargo Anesthesia Mega App,4.6,92,$79.99
EMT Review Plus,4.5,199,$11.99
Muscle Trigger Point Anatomy,4.4,1361,$2.99
2017 EMRA Antibiotic Guide,4.4,12,$16.99
ASRA Coags,4.4,15,$3.99
IBM Micromedex Drug Info,3.8,206,$2.99
Diabetes & Diet Tracker,4.6,395,$9.99
Block Buddy,4,15,$14.99
Super Hearing Secret Voices Recorder PRO,5,3,$2.99
EMT Study - NREMT Test Prep,4.3,35,$3.99
Calcium Pro,3.4,77,$2.99
EMT PASS,3.4,51,$29.99
Pocket Lab Values,4.3,214,$2.99
Medical terms (OFFLINE),4.4,104,$2.99
"Cardiac diagnosis (heart rate, arrhythmia)",4.4,8,$12.99
ERres- Emergency Medicine,4.2,45,$4.99
FHR 5-Tier 2.0,5,2,$2.99
AnatomyMapp,4.1,80,$14.99
OptoDrum,3.9,10,$5.99
"Migraine, Headache Diary HeadApp Pro",4.6,156,$3.49
Blood Pressure Companion,4.2,178,$0.99
"Muscle Premium - Human Anatomy, Kinesiology, Bones",4.2,168,$24.99
CCHT PREP,3.6,25,$10.99
Paramedic Meds,4.5,163,$1.99
OmniMedix Medical Calculator,4.7,25,$4.99
Lab Values + Medical Reference,4.5,133,$2.99
Recognise Foot,4.2,9,$7.49
Anti Mosquito simulation,4.2,74,$1.50
Pain Tracker & Diary,4.3,3,$2.99
Whist - Tinnitus Relief,4.1,12,$1.99
Critical Care Paramedic Review,4.4,17,$9.99
"End Anxiety Pro - Stress, Panic Attack Help",4.2,33,$3.99
Acupuncture Assistant,4.5,492,$7.99
InfantRisk Center HCP,2.6,41,$9.99
EMT Tutor NREMT-B Study Guide,4.6,625,$3.99
Hospitalist Handbook,4.8,12,$19.99
PTA Content Master,4.2,64,$29.99
Navi Radiography Pro,4.7,11,$15.99
Nursing Care Plan NANDA Tables,3,4,$0.99
A Manual of Acupuncture,3.5,214,$33.99
palmPEDi: Pediatric Tape,4.6,66,$0.99
GoodRx Drug Prices and Coupons,4.8,59158,0
FollowMyHealth®,4.6,73118,0
Ovia Pregnancy Tracker & Baby Countdown Calendar,4.8,102858,0
Teladoc Member,4,2094,0
myAir™ for Air10™ by ResMed,3.7,236,0
Blood Pressure,4.2,33033,0
Pregnancy Week By Week,4.8,78825,0
BioLife Plasma Services,3.5,250,0
OneTouch Reveal,3.9,6266,0
To,4.2,22,0
Ovia Fertility Tracker & Ovulation Calculator,4.8,53743,0
Anthem Anywhere,2.7,2657,0
Blood Donor,4.2,4476,0
My Calendar - Period Tracker,4.7,156410,0
Youper - AI Therapy,4.6,2006,0
Zocdoc: Find Doctors & Book Appointments,4.5,6099,0
1800 Contacts - Lens Store,4.7,23160,0
Blood Pressure Log - MyDiary,4.7,8348,0
PulsePoint Respond,4.5,7837,0
Ovia Parenting & Baby Development Tracker,4.7,6185,0
MyQuest for Patients,4,3803,0
OptumRx,3.4,1838,0
CVS Caremark,3.5,3707,0
fred's Pharmacy,3,315,0
Ada - Your Health Guide,4.7,87418,0
mySugr: the blood sugar tracker made just for you,4.6,21189,0
ClearCareGo Caregiver,4.2,1746,0
Pregnancy Calculator and Tracker app,4.8,69126,0
All Mental disorders,4.5,453,0
DreamMapper,4.2,10710,0
ScriptSave WellRx Rx Discounts,3.8,700,0
MoodSpace,4.5,503,0
Pill Identifier and Drug list,4,488,0
HealtheLife,3.6,190,0
SonicCloud: Hearing App,4.4,15,0
Migraine Buddy - The Migraine and Headache tracker,4.7,26862,0
Period Tracker,4.9,100082,0
LabCorp | Patient,3.6,27,0
Anatomy Learning - 3D Atlas,4.5,72167,0
Super Hearing Super Ear Amplifier,4.1,21,0
Moodpath - Depression & Anxiety Test,4.6,6035,0
Teach Me Anatomy,4.7,9945,0
Baritastic - Bariatric Tracker,4.7,4318,0
Brilliant Distinctions®,2.8,78,0
98point6,4.6,47,0
MDLIVE: Talk to a Doctor 24/7,3.4,650,0
Super Ear,4,3498,0
VitusVet: Pet Health Care App,4.8,3052,0
Banfield Pet Health Tracker,4.2,1747,0
Dexcom G6,3,45,0
Nurse Grid,4.5,1686,0
Castlight Mobile,3.7,529,0
Sanford Guide:Antimicrobial Rx,4.5,1388,0
Davis's Drug Guide for Nurses,4.5,572,0
Vargo Anesthesia Mega App,4.6,92,$79.99
Monash Uni Low FODMAP Diet,4.2,1135,$9.00
mySugr: the blood sugar tracker made just for you,4.6,21189,0
live Point,3.6,54,0
Tarascon Pharmacopoeia,4.4,275,0
Official NBSTSA CST Exam Prep,4.4,2159,0
EMT-B Pocket Prep,4.5,2951,0
Human Anatomy Atlas 2018: Complete 3D Human Body,4.5,2921,$24.99
5-Minute Clinical Consult,4.1,84,0
"Pzizz - Sleep, Nap, Focus",4.3,5521,0
HESI A2 Pocket Prep,4.3,2108,0
Johns Hopkins Guides ABX...,4.7,73,0
ASCCP Mobile,4.5,63,$9.99
FP Notebook,4.5,408,0
Paramedic Protocol Provider,4.5,171,$10.00
5 Minute Clinical Consult 2019 - #1 for 25 years,4.2,33,0
Open Sesame - Touch Free Control,4.4,197,0
Davis's Drug Guide,3.9,272,0
Deep Sleep and Relax Hypnosis,4.2,4852,0
2017 EMRA Antibiotic Guide,4.4,12,$16.99
Essential Anatomy 3,4.1,1533,$11.99
EMT PASS,3.4,51,$29.99
Christella VoiceUp,4.1,38,0
Block Buddy,4,15,$14.99
Complete Anatomy for Android,4.1,90,0
GlassesOff,3.5,1288,0
e-Anatomy,4,1545,0
EMT Review Plus,4.5,199,$11.99
Registered Dietitian Pocket Prep,4.3,283,0
Paramedic Pocket Prep,4.3,460,0
Pedi STAT,4.6,129,$5.49
AnatomyMapp,4.1,80,$14.99
Diabetes & Diet Tracker,4.6,395,$9.99
A Manual of Acupuncture,3.5,214,$33.99
5 Minute Veterinary Consult: Canine & Feline,2.3,17,0
Wide address pocket prep,4.5,513,0
Nursing Central,4.3,168,0
PTA Content Master,4.2,64,$29.99
"Muscle Premium - Human Anatomy, Kinesiology, Bones",4.2,168,$24.99
Tinnitus Alleviator,3.1,82,0
"Cardiac diagnosis (heart rate, arrhythmia)",4.4,8,$12.99
PMHNP-BC Pocket Prep,4.4,112,0
Dialysis of Drugs,2.9,92,0
abeoCoder,3.1,83,0
Saunders Comprehensive Review NCLEX-PN Examination,3.7,3,0
LTC AS Legal,4,6,$39.99
Lippincott Nursing Advisor,3.8,343,0
Medical ID - In Case of Emergency (ICE),4.6,717,$5.99
Official NBSTSA CSFA Exam Prep,4.4,137,0
IBM Micromedex Drug Info,3.8,206,$2.99
Hospitalist Handbook,4.8,12,$19.99
JH Blood Pressure Monitor,3.7,9,0
Sway Medical,5,3,0
Exposure Ed,3,2,0
Nucleus Smart,3.7,20,0
Cochrane Library,3.7,3,0
Labs on Demand,5,1,0
Dermatology Atlas (Colored & Illustrative),5,3,0
Tablet Reminder,5,4,0
Galaxies of Hope,5,2,0
KBA-EZ Health Guide,5,4,0
FoothillsVet,5,2,0
PrimeDelivery,5,3,0
You're an Anime,5,2,0
Anatomy & Physiology Vocabulary Exam Review App,5,1,0
CT Scan Cross Sectional Anatomy,4.3,10,0
VetCode,4.9,28,0
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,5,1,0
Pediatric Nursing,4.9,14,0
Interpret Chest X-Ray With 100 Cases,4.6,5,0
Basics of Orthopaedics,5,1,0
Familyfirst Messenger,4,1,0
Clinic Doctor EHr,5,2,0
Teladoc Member,4,2094,0
Anthem BC Anywhere,2.6,496,0
Ada - Your Health Guide,4.7,87418,0
Ovia Fertility Tracker & Ovulation Calculator,4.8,53747,0
My Cancer Coach,4.3,44,0
IHSS Help,4.7,10,0
mobileRx Pharmacy,2.5,124,0
Youper - AI Therapy,4.6,2014,0
MoodSpace,4.5,503,0
Super Hearing Super Ear Amplifier,4.1,21,0
BURST Professionals,4.5,11,0
LactMed,4.3,573,0
ScriptSave WellRx Rx Discounts,3.8,700,0
Blue CareOnDemand,4.4,163,0
PulsePoint AED,4.5,330,0
All Mental disorders,4.5,453,0
Deaf Interpreter,3.8,24,0
Nurse Grid,4.5,1686,0
High Blood Pressure Symptoms,4,531,0
MedStar eVisit,4.5,20,0
Blood Pressure(BP) Diary,3.7,3596,0
REDCap Mobile App,4.3,56,0
JH Blood Pressure Monitor,3.7,9,0
VITAS Hospice Referral App for Healthcare Pros,4.4,27,0
AAFP,3.8,63,0
Anthem Anywhere,2.7,2657,0
Sway Medical,5,3,0
Airway Ex - Intubate. Anesthetize. Train.,4.3,123,0
fred's Pharmacy,3,315,0
420 BZ Budeze Delivery,5,2,0
Fever Meter,3.6,26,0
Super Ear Super Hearing,4,122,0
Blood Pressure Monitor,4.3,17,0
BELONG Beating Cancer Together,4.7,623,0
BP Journal - Blood Pressure Diary,5,6,0
TelaDoc,4.7,6,0
Blood Pressure - Stay Healthy,4.6,7,0
ConnectLine,3.1,253,0
Club,4.4,3786,0
Zen Leaf,5,1,0
Homeopathic Medicine Finder,3.6,10,0
Patient Portal,2.8,66,0
Nemours CareConnect,4.4,65,0
Banfield Pet Health Tracker,4.2,1747,0
tökr,4.6,17,0
Low Blood Pressure Symptoms,4.2,28,0
Hypertension High blood pressure,3.8,292,0
Fever Care,3.5,19,0
1800 Contacts - Lens Store,4.7,23160,0
"Messages, Text and Video Chat for Messenger",4.4,49173,0
All Social Networks,4.2,22492,0
Social network all in one 2018,4.3,1403,0
The Messenger App,4.4,4919,0
Messenger Pro,4.4,13762,0
"Free Messages, Video, Chat,Text for Messenger Plus",4.3,6086,0
The Video Messenger App,4.4,1200,0
Jodel - The Hyperlocal App,4.5,76480,0
Who Viewed My Facebook Profile - Stalkers Visitors,4.6,271445,0
"Hide Something - Photo, Video",4.6,225103,0
Love Sticker,4.6,33177,0
Web Browser & Fast Explorer,4.4,54768,0
VidStatus app - Status Videos & Status Downloader,4.5,25562,0
Love Images,4.3,16404,0
Web Browser ( Fast & Secure Web Explorer),4.4,2508,0
SPARK - Live random video chat & meet new people,4.6,79658,0
Golden telegram,4.3,374,0
Amino: Communities and Chats,4.8,1259075,0
Meet – Talk to Strangers Using Random Video Chat,4.6,60562,0
"💘 WhatsLov: Smileys of love, stickers and GIF",4.6,22098,0
Phone Tracker : Family Locator,4.3,231325,0
HTC Social Plugin - Facebook,3.6,13223,0
Periscope - Live Video,4,479908,0
Kate Mobile for VK,4.4,540930,0
Moment,4.5,19583,0
Meetup,4.2,79129,0
textPlus: Free Text & Calls,4.1,382120,0
"Free phone calls, free texting SMS on free number",4.5,412725,0
MeetMe: Chat & Meet New People,4.2,1259849,0
"ooVoo Video Calls, Messaging & Stories",4.3,1157004,0
Blogger,3.7,138026,0
Blogaway for Android (Blogger),3.7,4253,0
YouNow: Live Stream Video Chat,4.1,309872,0
Periscope - Live Video,4,479909,0
Mirrativ: Live Stream Any App,4.1,17955,0
Nextdoor - Local neighborhood news & classifieds,4.3,51502,0
Banjo,4.2,58341,0
MeetMe: Chat & Meet New People,4.2,1259894,0
"ooVoo Video Calls, Messaging & Stories",4.3,1157003,0
Timehop,4.1,161610,0
Couple - Relationship App,4,33249,0
Nextdoor - Local neighborhood news & classifieds,4.3,51504,0
MeetMe: Chat & Meet New People,4.2,1259894,0
LOVOO,4,852455,0
"Jaumo Dating, Flirt & Live Video",4.4,900064,0
Patook - make platonic friends,4,3677,0
Meetup,4.2,79129,0
textPlus: Free Text & Calls,4.1,382121,0
uCiC- Videos and Photos on demand,4,2052,0
Meetup,4.2,79130,0
MeetMe: Chat & Meet New People,4.2,1259894,0
LOVOO,4,852455,0
"Jaumo Dating, Flirt & Live Video",4.4,900064,0
"Mico- Stranger Chat Random video Chat, Live, Meet",4.4,624557,0
Couple - Relationship App,4,33249,0
Meetup,4.2,79130,0
Amazon for Tablets,4,141613,0
Wish - Shopping Made Fun,4.5,6210998,0
Shopee - No. 1 Online Shopping,4.3,94294,0
Shopee: No.1 Online Shopping,4.2,608753,0
Kroger,4.3,38961,0
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",4.5,973270,0
Amazon Shopping,4.3,909226,0
OLX - Buy and Sell,4.2,857923,0
The wall,4.4,35563,0
"Shrimp skin shopping: spend less, buy better",4.2,106798,0
Lotte Home Shopping LOTTE Homeshopping,3.6,8820,0
"Horn, free country requirements",4.5,37186,0
Jiji.ng,4.4,25714,0
GS SHOP,3.8,44255,0
CJmall,3.6,18252,0
Home & Shopping - Only in apps. 10% off + 10% off,4.2,42750,0
EHS Dongsen Shopping,3.6,3656,0
Bukalapak - Buy and Sell Online,4.4,662287,0
Life market,4.5,30834,0
Jabong Online Shopping App,4.1,367290,0
Family Dollar,4.3,2588,0
Jumia online shopping,4.3,162655,0
Blibli.com Online Shopping,4.2,171584,0
"Club Factory Everything, Unbeaten Price",4.2,244141,0
ZALORA Fashion Shopping,4.2,142512,0
Magazine Luiza Online Shopping,4.3,109124,0
ROMWE - Women's Fashion,4.6,135043,0
Buscapé - Offers and discounts,4.4,108592,0
11st,3.8,48732,0
Coupang,4.6,308234,0
Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),4.5,178497,0
Target - now with Cartwheel,4.1,68406,0
Chilindo,3.8,18364,0
"Jingdong - pick good things, go to Jingdong",3.3,9189,0
CheckPoints 🏆 Rewards App,4.1,23187,0
SnipSnap Coupon App,4.2,9975,0
Coupon Sherpa,4.4,7793,0
Gyft - Mobile Gift Card Wallet,4.1,9701,0
SavingStar - Grocery Coupons,4.2,31519,0
"Shopkick: Free Gift Cards, Shop Rewards & Deals",4.3,213735,0
Wish - Shopping Made Fun,4.5,6211039,0
Key Ring: Cards Coupon & Sales,4.1,42871,0
"Ibotta: Cash Back Savings, Rewards & Coupons App",4.5,315908,0
"Kohl's: Scan, Shop, Pay & Save",4.5,79261,0
Stocard - Rewards Cards Wallet,4.6,284725,0
Nike,4.7,67071,0
Poshmark - Buy & Sell Fashion,4.3,46153,0
Mercari: The Selling App,4.4,101883,0
Blidz - Hunt Free Deals On Trending Items!,4.4,1659,0
SnipSnap Coupon App,4.2,9975,0
LivingSocial - Local Deals,4.1,28523,0
"Ebates: Cash Back, Coupons, Rewards & Savings",4.5,37253,0
Stocard - Rewards Cards Wallet,4.6,284721,0
Ratings by Consumer Reports,4.3,3420,0
HauteLook,4.1,7193,0
Nordstrom,4.6,2278,0
Modcloth – Unique Indie Women's Fashion & Style,4.2,5121,0
Fancy,4.2,39735,0
Gyft - Mobile Gift Card Wallet,4.1,9701,0
"Twice: Buy, Sell Clothing",4.2,1558,0
"Shopkick: Free Gift Cards, Shop Rewards & Deals",4.3,213735,0
Slice: Package Tracker,4.2,16966,0
Wish - Shopping Made Fun,4.5,6211039,0
LightInTheBox Online Shopping,4,41986,0
Best Buy,4.4,186116,0
JackThreads: Men's Shopping,4,13085,0
"Ibotta: Cash Back Savings, Rewards & Coupons App",4.5,315908,0
LivingSocial - Local Deals,4.1,28523,0
Zappos – Shoe shopping made simple,4.5,44588,0
Urban Outfitters,4.2,4158,0
Amazon Shopping,4.3,909204,0
Shopfully - Weekly Ads & Deals,4.4,279428,0
Slickdeals: Coupons & Shopping,4.5,33583,0
Wanelo Shopping,4.6,94205,0
Etsy: Handmade & Vintage Goods,4.3,95520,0
Poshmark - Buy & Sell Fashion,4.3,46153,0
Target - now with Cartwheel,4.1,68406,0
ASOS,4.7,181798,0
ZALORA Fashion Shopping,4.2,142512,0
Fancy,4.2,39735,0
Modcloth – Unique Indie Women's Fashion & Style,4.2,5121,0
Gyft - Mobile Gift Card Wallet,4.1,9701,0
JackThreads: Men's Shopping,4,13085,0
LivingSocial - Local Deals,4.1,28523,0
Zappos – Shoe shopping made simple,4.5,44588,0
Wanelo Shopping,4.6,94205,0
Etsy: Handmade & Vintage Goods,4.3,95520,0
Find&Save - Local Shopping,4,4602,0
Receipt Hog - Receipts to Cash,4.5,72596,0
ShopSavvy Barcode & QR Scanner,4.1,110425,0
"Savory - Deals,Freebies,Sales",4.4,2375,0
JackThreads: Men's Shopping,4,13085,0
Newegg Mobile,4.5,35497,0
REI – Shop Outdoor Gear,4.4,3878,0
Slickdeals: Coupons & Shopping,4.5,33583,0
